"Data Source","World Development Indicators",

"Last Updated Date","2021-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.345497131348","101.140991210938","104.568000793457","96.5057525634766","92.4247512817383","93.2752990722656","126.900230407715","129.164047241211","133.571487426758","98.6637268066406","102.13005065918","95.3749389648438","94.1989364624023","94.9213714599609","95.4410629272461","100.155799865723","113.287620544434","114.518676757813","110.846778869629","99.0649871826172","98.4758605957031","98.9177398681641","98.449462890625","96.8659896850586","95.0036468505859","94.5178985595703","94.0835189819336","92.7152481079102","91.8450622558594","",
"American Samoa","ASM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","71.0099182128906","89.294059753418","","88.1899719238281","87.5610275268555","92.255126953125","91.7437362670898","87.4720230102539","83.7525177001953","","","","","110.246726989746","","","","","","","","102.40087890625","","","112.856391906738","","","","","127.596000671387","","","","","","","114.578590393066","114.203872680664","111.489028930664","112.292961120605","110.573486328125","108.030181884766","","106.04670715332","104.990623474121","","103.668960571289","105.021270751953","","",
"Australia","AUS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","111.197807312012","110.643661499023","110.000053405762","105.237480163574","108.184417724609","109.157127380371","111.218330383301","112.326667785645","111.899353027344","111.071876525879","109.698600769043","108.576972961426","107.214828491211","106.436126708984","104.890129089355","105.438270568848","105.860221862793","106.489028930664","106.684600830078","106.371719360352","106.096809387207","105.973999023438","105.877166748047","105.829887390137","101.29126739502","101.580291748047","101.184028625488","100.928619384766","100.658836364746","100.72193145752","100.639778137207","101.548782348633","101.674308776855","102.264129638672","102.739318847656","103.304046630859","105.183052062988","105.141120910645","105.302131652832","105.619430541992","105.689682006836","105.984451293945","105.993850708008","105.457092285156","101.599906921387","100.744407653809","100.338981628418","100.160591125488","","",
"Austria","AUT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","103.295776367188","102.760673522949","101.151908874512","100.046676635742","99.6857986450195","99.2474975585938","99.4943695068359","97.3103485107422","96.7834014892578","96.2317504882813","96.3943328857422","97.2744522094727","97.0767974853516","97.07763671875","96.6067199707031","99.1038589477539","100.932777404785","103.761619567871","105.555282592773","105.301727294922","104.120552062988","103.909690856934","103.311576843262","102.413078308105","102.365043640137","102.396911621094","102.826103210449","103.630340576172","103.784851074219","103.672317504883","102.947471618652","101.251480102539","100.463821411133","100.721321105957","100.832618713379","101.559288024902","101.671249389648","100.725936889648","100.202476501465","99.7897796630859","99.7387008666992","100.599060058594","101.210121154785","101.628189086914","101.997482299805","102.264358520508","103.113151550293","103.316848754883","","",
"Azerbaijan","AZE","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","112.866561889648","","","","","120.91886138916","","","114.499946594238","114.629417419434","113.959510803223","112.540397644043","111.249183654785","113.013931274414","113.200126647949","93.5083618164063","94.5473403930664","92.87744140625","95.4801406860352","97.2074890136719","98.8610000610352","98.3494262695313","96.2132415771484","97.2613296508789","95.526969909668","94.2166595458984","94.7712020874023","94.0724716186523","95.0685729980469","93.7622985839844","95.5736312866211","97.9553070068359","100.500450134277","106.05989074707","106.601486206055","106.431739807129","103.294097900391","99.7220993041992","97.9353485107422","",
"Burundi","BDI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","28.0277900695801","27.1158599853516","23.42506980896","21.3785305023193","21.6204204559326","21.494779586792","21.6242599487305","23.158239364624","23.4264297485352","25.3523597717285","27.6634502410889","31.9795207977295","39.2403411865234","44.3552284240723","48.7942504882813","52.8296585083008","59.2683792114258","66.7278900146484","68.0855712890625","68.6155471801758","70.3608932495117","66.955451965332","65.9457778930664","","49.3185615539551","38.4183692932129","39.7745399475098","47.4943504333496","56.2275581359863","58.004940032959","60.8633117675781","65.6419677734375","71.1733016967773","76.2671203613281","80.9731063842773","102.900299072266","115.308288574219","122.943153381348","131.522735595703","137.170104980469","140.828903198242","139.170425415039","136.63232421875","134.29948425293","130.903427124023","128.042053222656","123.859619140625","121.421562194824","118.960243225098","",
"Belgium","BEL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","108.42098236084","107.240737915039","101.259063720703","103.589813232422","103.862892150879","104.683723449707","104.967826843262","104.802108764648","104.076889038086","104.03978729248","103.481758117676","102.840629577637","99.709716796875","98.8864822387695","98.2752227783203","98.8031921386719","99.9523315429688","101.18807220459","101.559440612793","101.058532714844","100.285919189453","98.9296722412109","102.457710266113","101.824119567871","101.79541015625","102.015182495117","","","103.823623657227","104.834419250488","104.076560974121","103.16722869873","102.360908508301","100.80020904541","100.462341308594","100.734191894531","101.534217834473","102.157562255859","102.127563476563","101.924240112305","101.946800231934","102.256050109863","103.821968078613","103.648063659668","103.155807495117","103.317771911621","103.905570983887","103.350700378418","","",
"Benin","BEN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","34.7633018493652","37.6952018737793","41.4869804382324","39.6872100830078","46.1921997070313","47.9907493591309","49.9865112304688","50.8070487976074","56.8590202331543","58.2569313049316","60.3475685119629","64.6779022216797","66.25","64.198486328125","64.3068008422852","62.3663291931152","62.6943397521973","61.625560760498","61.0979804992676","51.2549285888672","58.219841003418","61.4146003723145","66.4993362426758","66.8944396972656","70.2448501586914","72.6539077758789","76.3822326660156","79.4296875","79.5843124389648","82.5292663574219","90.7364120483398","96.1632232666016","99.7970428466797","103.722259521484","100.838829040527","101.293403625488","","113.18830871582","118.433967590332","120.152008056641","122.726043701172","127.215148925781","128.736099243164","129.595672607422","132.466842651367","130.902282714844","126.646110534668","121.958251953125","116.708587646484","",
"Burkina Faso","BFA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","12.2055902481079","12.7292404174805","13.0510702133179","13.5260400772095","14.1169700622559","14.6145095825195","15.0721597671509","15.7308502197266","16.3603897094727","17.2920799255371","18.4838600158691","20.0635299682617","21.837869644165","23.3425903320313","25.5690498352051","27.7766208648682","29.7862491607666","30.3163299560547","31.4987297058105","32.5255012512207","33.7229690551758","34.414909362793","35.4765815734863","36.7763595581055","38.8354606628418","40.9695701599121","","43.318790435791","44.284351348877","45.0173683166504","46.4378318786621","47.0575714111328","49.3110389709473","53.8744010925293","58.3271903991699","62.0652084350586","67.6690979003906","73.2238388061523","77.6148223876953","78.0141677856445","81.5949096679688","84.0926132202148","85.7183990478516","87.3379135131836","88.3661575317383","91.11083984375","93.6531295776367","96.0903701782227","94.5357131958008","",
"Bangladesh","BGD","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","56.2668991088867","52.0538101196289","64.5281600952148","76.7196197509766","75.0434265136719","79.9832763671875","81.3503112792969","75.5715026855469","74.023323059082","72.8237075805664","71.6114120483398","70.3406524658203","71.5910415649414","73.0271301269531","71.7993774414063","69.8883666992188","69.5049133300781","68.4233474731445","80.4510879516602","80.419921875","83.7970123291016","","","","","","","","","","","","","","","101.647811889648","102.416152954102","101.620246887207","99.5429306030273","102.92756652832","105.974548339844","","","","","","","114.988662719727","116.466339111328","","",
"Bulgaria","BGR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","105.83177947998","104.00016784668","101.807571411133","99.5549468994141","96.1911773681641","98.1510162353516","100.281051635742","102.96703338623","103.493446350098","101.23397064209","100.598602294922","103.343170166016","104.489562988281","106.346031188965","107.075981140137","104.714996337891","105.641403198242","103.471069335938","101.317863464355","94.6826782226563","93.5834426879883","93.5828018188477","94.4631805419922","95.5590972900391","97.5833892822266","101.098289489746","102.303176879883","103.172187805176","103.330101013184","103.454032897949","104.484596252441","103.398139953613","104.633827209473","105.126846313477","103.358596801758","103.417907714844","106.844268798828","108.87174987793","109.688926696777","108.331008911133","103.584861755371","100.329170227051","98.0549392700195","96.6621627807617","94.1982727050781","91.0832214355469","89.3337707519531","87.4422073364258","","",
"Bahrain","BHR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","106.489326477051","109.823661804199","111.970611572266","113.004890441895","115.414909362793","112.426376342773","110.339996337891","108.443550109863","109.204460144043","109.093353271484","106.979469299316","106.051406860352","105.28556060791","109.634307861328","111.100883483887","112.508827209473","111.889503479004","112.138031005859","112.737098693848","110.33341217041","111.446357727051","107.906867980957","107.686782836914","106.972396850586","107.70295715332","107.678833007813","107.73461151123","107.799133300781","107.894630432129","104.966026306152","100.677040100098","100.741981506348","99.8098602294922","98.3822631835938","95.745979309082","98.4171371459961","","","","","94.8689727783203","95.3428497314453","97.6742782592773","99.7290802001953","101.200508117676","101.093132019043","101.213088989258","99.3630523681641","98.0279083251953","",
"Bahamas, The","BHS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","101.782829284668","99.9099502563477","96.3508605957031","99.3490676879883","102.42115020752","103.441856384277","105.078163146973","106.163146972656","104.075813293457","100.896728515625","101.79711151123","100.427062988281","100.861511230469","95.9389877319336","105.446273803711","106.621658325195","","","","98.3410110473633","95.1213912963867","94.4609527587891","95.379638671875","94.6088562011719","95.9674911499023","101.248748779297","98.9021377563477","99.3019485473633","96.6551284790039","","","93.1996231079102","","98.2566070556641","100.398338317871","96.0582962036133","98.3937683105469","97.1206283569336","91.6077728271484","88.9287261962891","94.5354766845703","89.392707824707","82.4418716430664","83.1912002563477","86.2297134399414","81.4642562866211","","81.3611679077148","","",
"Bosnia and Herzegovina","BIH","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","102.072288513184","101.126319885254","100.186538696289","99.0177764892578","98.6071929931641","98.4909515380859","99.3481063842773","100.800392150879","102.033317565918","104.015319824219","105.111633300781","105.945472717285","106.364807128906","107.025032043457","107.780662536621","108.84400177002","94.7970886230469","94.8300628662109","94.0879135131836","94.0824508666992","96.2190093994141","95.8909606933594","97.5360336303711","97.3844604492188","98.2465972900391","98.9318008422852","99.9760131835938","102.225440979004","111.396156311035","113.716766357422","114.999313354492","112.471160888672","102.379302978516","99.9794464111328","98.4313812255859","99.3671569824219","101.789726257324","104.846382141113","105.940521240234","104.369689941406","102.12622833252","99.8144302368164","98.2072525024414","98.3041229248047","99.1497802734375","101.077041625977","101.965789794922","100.500213623047","","",
"Belize","BLZ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","113.393867492676","111.363838195801","111.065269470215","110.56517791748","","107.261367797852","108.470283508301","108.958946228027","","109.262001037598","106.814529418945","107.594886779785","108.535217285156","113.290946960449","113.810447692871","112.524620056152","113.926712036133","113.103309631348","111.555671691895","112.735298156738","114.741371154785","113.816078186035","115.065277099609","117.846557617188","119.681602478027","123.12451171875","122.297988891602","","119.067512512207","115.910972595215","112.404037475586","107.267021179199","111.151161193848","112.852401733398","113.270957946777","113.684928894043","113.116828918457","112.332023620605","113.029937744141","112.569747924805","111.401641845703","113.784469604492","111.957489013672","111.552742004395","112.888328552246","114.484161376953","113.230613708496","111.696876525879","110.490310668945","",
"Bermuda","BMU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","97.3071823120117","95.197151184082","92.7881622314453","93.226936340332","93.7915115356445","96.7870330810547","98.2034072875977","98.9592895507813","92.7926483154297","93.7216186523438","93.1261825561523","92.8481216430664","92.20654296875","90.8195114135742","91.3831024169922","","","","","","","","","","100.811630249023","","113.243499755859","","","","97.1590881347656","97.0355682373047","97.404670715332","97.1717224121094","97.5409774780273","97.4177398681641","","","","99.3117218017578","98.3706665039063","97.2100524902344","96.8060073852539","98.0626602172852","101.146339416504","","","","","",
"Bolivia","BOL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","88.9309005737305","88.5739135742188","90.0028381347656","92.412353515625","94.6170425415039","99.4392700195313","101.545959472656","98.3828277587891","99.2074432373047","100.75862121582","99.9671020507813","101.539848327637","","103.726486206055","109.383888244629","","107.429496765137","114.045112609863","","103.202819824219","105.712646484375","107.44686126709","107.594940185547","108.487030029297","110.494079589844","112.963012695313","114.114852905273","115.326400756836","116.324310302734","118.302177429199","118.221221923828","117.241523742676","117.820037841797","116.045379638672","115.416648864746","114.813163757324","113.279571533203","112.388763427734","111.008499145508","107.17259979248","104.520439147949","100.686889648438","98.2817611694336","97.0145721435547","95.9028930664063","95.9084396362305","96.5551300048828","97.5273590087891","98.1509170532227","","",
"Brazil","BRA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165.645385742188","","150.785552978516","146.827789306641","140.544494628906","133.696304321289","133.262161254883","","128.179794311523","132.055206298828","131.165161132813","","132.496612548828","","","","","","","","","",
"Barbados","BRB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","102.388702392578","100.299667358398","101.349967956543","98.5956192016602","104.637550354004","107.548400878906","114.579963684082","116.313110351563","115.15071105957","101.402839660645","98.1409683227539","98.2509994506836","99.7862014770508","105.958381652832","108.680458068848","","","","119.454086303711","114.466918945313","","106.286628723145","","","","","","","102.218193054199","100.65389251709","99.2746505737305","96.7653884887695","96.6490707397461","94.9559783935547","96.1287536621094","98.2460021972656","99.6470184326172","101.168922424316","100.45970916748","99.5956192016602","98.2839889526367","","","95.1933517456055","95.917236328125","97.2829666137695","97.7696762084961","99.3513488769531","100.337913513184","",
"Brunei Darussalam","BRN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","129.566436767578","133.052520751953","133.828155517578","131.74072265625","129.564697265625","124.892150878906","124.425788879395","125.582298278809","123.989051818848","107.70337677002","105.497360229492","105.263679504395","101.822273254395","102.476631164551","105.106567382813","104.424118041992","111.180252075195","110.750228881836","114.083198547363","118.092132568359","","111.094306945801","111.471641540527","113.473098754883","114.804862976074","113.86791229248","112.54647064209","110.347969055176","112.463752746582","111.844100952148","110.181907653809","107.319129943848","107.713348388672","110.653266906738","111.046730041504","110.629699707031","110.303726196289","109.686958312988","107.622413635254","106.923042297363","106.542167663574","106.816520690918","105.934387207031","106.111030578613","105.493209838867","105.527549743652","107.122817993164","104.857711791992","103.15161895752","100.099502563477","",
"Bhutan","BTN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","19.7772598266602","19.6800193786621","21.0491008758545","","24.1025104522705","","29.0815505981445","31.5677394866943","31.6799507141113","35.4356689453125","45.4931411743164","50.7148094177246","53.2661209106445","57.1349716186523","59.3785209655762","59.2260589599609","54.4431381225586","55.2885284423828","57.1475791931152","","","51.3915596008301","50.6332702636719","55.7401390075684","58.6016883850098","62.5536003112793","66.387077331543","69.5583267211914","71.3859481811523","73.2335891723633","76.1770095825195","78.630012512207","81.0841674804688","84.1540603637695","87.9279022216797","91.0595779418945","94.5556030273438","97.9154815673828","100.943786621094","105.154243469238","108.214447021484","110.876983642578","111.901031494141","106.94310760498","105.476821899414","104.233772277832","102.660682678223","101.334136962891","100.139678955078","","105.81169128418",
"Botswana","BWA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","67.1792678833008","61.4152412414551","61.6954917907715","66.9829635620117","70.129020690918","75.8988723754883","78.9469375610352","82.9075927734375","84.2922973632813","87.1570892333984","91.9439315795898","95.419921875","96.9806518554688","99.5122909545898","101.693832397461","104.492156982422","106.193153381348","107.733772277832","108.982040405273","111.019882202148","111.03426361084","113.450653076172","111.661651611328","111.082061767578","111.287017822266","110.423011779785","111.30638885498","111.731788635254","110.544479370117","110.266708374023","110.428421020508","111.417320251465","111.522178649902","111.34642791748","110.886878967285","111.148590087891","111.46768951416","109.834648132324","108.497207641602","108.20036315918","","","105.080848693848","105.001441955566","103.717643737793","103.238388061523","","","","","",
"Central African Republic","CAF","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","65.389289855957","64.1630783081055","68.105842590332","68.6159362792969","72.1282272338867","72.3719100952148","74.8089828491211","74.1910171508789","72.9182815551758","71.8936614990234","71.0143280029297","72.8515777587891","73.9774475097656","77.3742370605469","79.8009262084961","78.5795288085938","67.5962066650391","68.5580902099609","69.0586471557617","72.771728515625","67.1007232666016","58.5832290649414","","","","","","","","","77.8385391235352","68.2395706176758","67.3500671386719","57.6201591491699","63.8960113525391","63.4609298706055","72.9640197753906","83.7825012207031","85.0827026367188","87.3316116333008","87.6728973388672","87.8093566894531","","","","102.018898010254","","","","",
"Canada","CAN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","102.731971740723","100.70970916748","98.594841003418","97.2322082519531","98.0944976806641","98.3909225463867","99.0069198608398","99.5519638061523","99.6351623535156","99.7136306762695","99.4741134643555","105.224739074707","104.640022277832","104.070449829102","103.787063598633","104.024688720703","103.956848144531","104.005546569824","104.268188476563","104.281776428223","104.441841125488","103.67414855957","102.69709777832","101.900039672852","101.810081481934","102.813079833984","","99.8216400146484","100.257469177246","100.788772583008","","","","98.4767990112305","97.3645706176758","98.8806304931641","98.9664764404297","98.013313293457","99.0087966918945","98.6416015625","98.1893692016602","99.5182800292969","100.340713500977","101.536659240723","102.485076904297","101.023872375488","100.94367980957","101.501091003418","","",
"Central Europe and the Baltics","CEB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","103.1319","103.1027","103.9165","103.6603","103.6742","102.9653","102.2608","101.5454","100.8306","99.93845","98.60884","97.701","98.90839","99.75341","100.1856","99.87272","98.93861","98.48131","97.41229","96.39555","94.88114","94.29099","95.34389","96.46872","97.33351","97.55953","98.09115","98.85274","99.52667","98.98352","99.05145","99.34027","99.10986","99.05121","99.45536","98.89889","98.54452","98.77248","98.37071","98.82007","99.07394","98.93132","99.67293","99.0535","98.34834","97.59906","96.91125","96.47176","95.26243","95.30736","",
"Switzerland","CHE","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","93.8350601196289","93.2064514160156","92.5350189208984","91.8029632568359","83.2610168457031","84.2006683349609","83.2039566040039","82.612060546875","82.5088119506836","82.4697189331055","81.8984069824219","81.4430770874023","81.2660217285156","81.6234893798828","82.7862167358398","84.6643905639648","87.1953125","89.6636505126953","90.9853134155273","91.2620697021484","95.6069412231445","94.5549087524414","96.0602798461914","98.105842590332","","105.412582397461","105.880073547363","106.689651489258","105.618721008301","104.627479553223","104.018157958984","103.33869934082","102.307182312012","101.986846923828","102.108108520508","102.540679931641","102.834442138672","102.849456787109","103.113922119141","103.153717041016","103.60147857666","103.487426757813","104.184196472168","104.629112243652","105.19068145752","105.476470947266","","",
"Channel Islands","CHI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","117.481101989746","124.430717468262","125.356658935547","126.249420166016","126.32022857666","123.917617797852","120.534538269043","119.407379150391","118.63597869873","118.572998046875","115.543571472168","113.243637084961","110.808486938477","108.806411743164","104.96363067627","104.739440917969","102.875396728516","","100.13500213623","101.137626647949","102.629890441895","103.043190002441","100.411598205566","100.602470397949","","","100.304107666016","78.3639602661133","103.009033203125","103.769866943359","103.013511657715","","100.843048095703","99.7211837768555","104.154998779297","104.561080932617","105.412353515625","106.781478881836","107.54434967041","106.504959106445","103.750480651855","103.407249450684","103.248069763184","101.458740234375","100.941459655762","100.684837341309","100.978256225586","101.430160522461","102.179222106934","","",
"China","CHN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","107.042167663574","106.335830688477","108.041511535645","115.400749206543","119.114242553711","121.498756408691","121.553398132324","116.500968933105","110.612327575684","109.243301391602","109.719367980957","111.169990539551","110.75415802002","110.778411865234","111.586196899414","116.695182800293","121.483489990234","126.15071105957","128.099395751953","128.474212646484","127.548782348633","124.37638092041","121.724487304688","118.377227783203","114.944488525391","111.763816833496","108.074157714844","105.50708770752","105.769371032715","","","112.341590881348","","","","","100.993278503418","100.707046508789","100.74243927002","100.006103515625","98.9642181396484","99.0470199584961","99.7910995483398","99.5645980834961","95.7964324951172","96.318603515625","97.9619216918945","99.4048080444336","100.222747802734","101.925720214844","",
"Cote d'Ivoire","CIV","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","59.3325309753418","61.6468391418457","61.8044891357422","63.4482116699219","64.9351425170898","65.8115386962891","66.2424774169922","68.933837890625","72.3237762451172","75.5897903442383","77.3417587280273","79.1732482910156","79.5240478515625","78.9143829345703","76.6109085083008","74.1764984130859","72.9820938110352","71.5986633300781","71.5932922363281","71.9823226928711","71.7442016601563","70.1578903198242","69.4382019042969","68.0003128051758","70.0107803344727","70.5515670776367","71.0151824951172","71.8434524536133","72.571418762207","74.5728912353516","73.9116516113281","76.1258697509766","76.4701309204102","71.8636703491211","","","68.5109634399414","68.9822006225586","72.73876953125","71.8310012817383","","79.6928863525391","82.7346420288086","83.9913787841797","86.8001403808594","90.6590423583984","95.8866882324219","98.3680191040039","99.7997512817383","100.315338134766","",
